Name,Street,City,State,Zip,Phone,Website,Type,Awards,Campus_setting,Campus_housing,Student_population,Student_to_faculty_ratio
Arkansas State University-Newport,7648 Victory Blvd, Newport, Arkansas,72112,(870) 512-7800,http://nces.ed.gov/transfer.asp?location=www.asun.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree",Rural: Distant,No,"1,941 (all undergraduate)",13 to 1
Arizona School of Integrative Studies,639 N 6th ave, Tucson, Arizona,85705,(602) 833-6500,http://nces.ed.gov/transfer.asp?location=asismassage.edu/,"< 2-year, Private for-profit",Less than one year certificate,City: Large,No,240 (all undergraduate),10 to 1
Arizona College of Nursing-Dallas,8330 LBJ Freeway Suite 100, Dallas, Texas,75243-1200,(855) 706-8382,http://nces.ed.gov/transfer.asp?sec=true&location=www.arizonacollege.edu/,"4-year, Private for-profit",Bachelors degree,City: Large,No,177 (all undergraduate),20 to 1
Arkansas Tech University, Administration Bldg 200  1509 N Boulder Ave, Russellville, Arkansas,72801-2222,(844) 804-2628,http://nces.ed.gov/transfer.asp?location=www.atu.edu/,"4-year, primarily associate's, Public","Less than one year certificate, One but less than two years certificate, Associates degree, Two but less than 4 years certificate, Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship",Town: Remote,Yes,"10,829 (10,110 undergraduate)",17 to 1
Arkansas Technical School,200 E Washington Ave, North Little Rock, Arkansas,72114,(501) 891-6283,http://nces.ed.gov/transfer.asp?location=www.arktech.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Small,No,84 (all undergraduate),20 to 1
Arizona State University Campus Immersion,University Drive and Mill Avenue, Tempe, Arizona,85287,(855) 278-5080,http://nces.ed.gov/transfer.asp?location=www.asu.edu/,"4-year, Public","Less than one year certificate, One but less than two years certificate, Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship, Doctors degree - professional practice",City: Midsize,Yes,"74,795 (63,124 undergraduate)",18 to 1
Arizona College of Nursing-Fort Lauderdale,600 Corporate Drive Suite 200, Fort Lauderdale, Florida,33334-3637,(855) 706-8382,http://nces.ed.gov/transfer.asp?sec=true&location=www.arizonacollege.edu/,"4-year, Private for-profit",Bachelors degree,City: Midsize,No,124 (all undergraduate),20 to 1
Arkansas Welding Academy,1920 North Redmond Road, Jacksonville, Arkansas,72076,(501) 982-9353,http://nces.ed.gov/transfer.asp?sec=true&location=www.arkansasweldingacademy.com/,"< 2-year, Private for-profit",One but less than two years certificate,Suburb: Large,No,28 (all undergraduate),8 to 1
Arizona College of Nursing-Las Vegas, 8363 West Sunset Road  Suite 200, Las Vegas, Nevada,89113,(855) 706-8382,http://nces.ed.gov/transfer.asp?sec=true&location=www.arizonacollege.edu/,"4-year, Private for-profit",Bachelors degree,City: Large,No,746 (all undergraduate),20 to 1
Arlington Baptist University,3001 W Division, Arlington, Texas,76012-3425,(817) 461-8741,http://nces.ed.gov/transfer.asp?sec=true&location=abu.edu/,"4-year, Private not-for-profit","Bachelors degree, Masters degree",City: Large,Yes,160 (158 undergraduate),14 to 1
Arizona State University Digital Immersion,1365 N Scottsdale Rd, Scottsdale, Arizona,85257,(855) 278-5080,http://nces.ed.gov/transfer.asp?location=www.asu.edu/,"4-year, Public","Less than one year certificate, Bachelors degree, Postbaccalaureate certificate, Masters degree, Doctors degree - research/scholarship",City: Large,No,"53,993 (40,485 undergraduate)",26 to 1
Arizona College of Nursing-Phoenix, 16404 North Black Canyon Highway  Suite 200, Phoenix, Arizona,85053-4058,(855) 706-8382,http://nces.ed.gov/transfer.asp?sec=true&location=www.arizonacollege.edu/,"4-year, Private for-profit",Bachelors degree,City: Large,No,85 (all undergraduate),20 to 1
Arlington Career Institute,901 Ave K, Grand Prairie, Texas,75050-2636,(972) 647-1607 x223,http://nces.ed.gov/transfer.asp?location=www.arlingtoncareerinstitute.edu/,"2-year, Private for-profit","Less than one year certificate, One but less than two years certificate, Two but less than 4 years certificate",Suburb: Large,No,344 (all undergraduate),28 to 1
Arizona Western College,2020 S. Avenue 8E, Yuma, Arizona,85365-8834,(928) 317-6000,http://nces.ed.gov/transfer.asp?sec=true&location=www.azwestern.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree",City: Small,Yes,"6,487 (all undergraduate)",17 to 1
Arizona College of Nursing-Tampa, 1411 N West Shore Blvd  Suite 200, Tampa, Florida,33607,(855) 706-8382,http://nces.ed.gov/transfer.asp?sec=true&location=www.arizonacollege.edu/,"4-year, Private for-profit",Bachelors degree,City: Large,No,143 (all undergraduate),20 to 1
Arnolds Beauty School,1179 S Second St, Milan, Tennessee,38358,(731) 686-7351,http://nces.ed.gov/transfer.asp?location=arnoldsbeautyschool.com/,"< 2-year, Private for-profit",One but less than two years certificate,Town: Distant,No,73 (all undergraduate),12 to 1
Arkansas Baptist College,1600 Dr. Martin Luther King Jr. Drive, Little Rock, Arkansas,72202-6068,(501) 420-1200,http://nces.ed.gov/transfer.asp?location=www.arkansasbaptist.edu/,"4-year, primarily associate's, Private not-for-profit","Associates degree, Bachelors degree",City: Midsize,Yes,468 (all undergraduate),22 to 1
Arizona College of Nursing-Tempe,1620 West Fountainhead Parkway, Tempe, Arizona,85282-1840,(855) 706-8382,http://nces.ed.gov/transfer.asp?location=www.arizonacollege.edu/,"2-year, Private for-profit","Less than one year certificate, One but less than two years certificate, Associates degree",Suburb: Large,No,524 (all undergraduate),20 to 1
Arkansas Beauty College,109 N Commerce St, Russellville, Arkansas,72801,(479) 968-3075,http://nces.ed.gov/transfer.asp?sec=true&location=www.arkansasbeautycollege.us/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Town: Remote,No,38 (all undergraduate),7 to 1
Arnot Ogden Medical Center,600 Roe Avenue, Elmira, New York,14905-1676,(607) 737-4153,http://nces.ed.gov/transfer.asp?location=www.arnothealth.org/,"2-year, Private not-for-profit","One but less than two years certificate, Associates degree, Two but less than 4 years certificate",City: Small,No,38 (all undergraduate),4 to 1
Arkansas Beauty School-Little Rock,8521 Geyer Springs Road Unit 30, Little Rock, Arkansas,72209,(501) 562-5673,http://nces.ed.gov/transfer.asp?location=arbs.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Midsize,No,15 (all undergraduate),20 to 1
Arrojo Cosmetology School,56 King St., New York, New York,10014,(212) 242-7786 x408,http://nces.ed.gov/transfer.asp?location=www.arrojocosmetology.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,48 (all undergraduate),7 to 1
Arkansas Colleges of Health Education,7000 Chad Colley Blvd., Fort Smith, Arkansas,72916-0366,(479) 308-2200,http://nces.ed.gov/transfer.asp?location=acheedu.org/,"4-year, Private not-for-profit","Masters degree, Doctors degree - professional practice",Rural: Fringe,Yes,678 (0 undergraduate),
Arthur's Beauty College,2320 Washington Avenue, Conway, Arkansas,72032,(501) 329-7770,http://nces.ed.gov/transfer.asp?location=www.arthursbeautycollege.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Small,No,77 (all undergraduate),19 to 1
Art Academy of Cincinnati,1212 Jackson Street, Cincinnati, Ohio,45202-1706,(513) 562-6262,http://nces.ed.gov/transfer.asp?location=www.artacademy.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree, Masters degree",City: Large,Yes,235 (227 undergraduate),9 to 1
Arthur's Beauty College, 1903 Grant Avenue Suites  K  L  M, Jonesboro, Arkansas,72401,(870) 932-4330,http://nces.ed.gov/transfer.asp?location=www.arthursbeautycollege.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Small,No,74 (all undergraduate),19 to 1
Arkansas Northeastern College,2501 S Division, Blytheville, Arkansas,72316-1109,(870) 762-1020 x1114,http://nces.ed.gov/transfer.asp?location=www.anc.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree",Rural: Fringe,No,"1,358 (all undergraduate)",17 to 1
Art Center College of Design,1700 Lida St, Pasadena, California,91103,(626) 396-2200,http://nces.ed.gov/transfer.asp?location=www.artcenter.edu/,"4-year, Private not-for-profit","Bachelors degree, Masters degree",City: Midsize,No,"2,182 (1,912 undergraduate)",8 to 1
Arthur's Beauty College,2000 North B Street, Fort Smith, Arkansas,72901-3342,(479) 783-3301,http://nces.ed.gov/transfer.asp?location=www.arthursbeautycollege.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Small,No,29 (all undergraduate),15 to 1
Arkansas State University,2105 E. Aggie Road, Jonesboro, Arkansas,72401,(870) 972-2100,http://nces.ed.gov/transfer.asp?location=www.astate.edu/,"4-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree, Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship, Doctors degree - professional practice",City: Small,Yes,"13,106 (8,486 undergraduate)",14 to 1
Arthur's Beauty College,2600 John Harden Drive, Jacksonville, Arkansas,72076,(501) 982-8987,http://nces.ed.gov/transfer.asp?location=arthursbeautycollege.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,57 (all undergraduate),19 to 1
Ashland Community and Technical College,1400 College Drive, Ashland, Kentucky,41101-3683,(606) 326-2000,http://nces.ed.gov/transfer.asp?sec=true&location=ashland.kctcs.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree, Two but less than 4 years certificate",City: Small,No,"2,400 (all undergraduate)",16 to 1
Artistic Academy of Hair Design, 301 Gibraltar Drive  Suite 1-A, Morris Plains, New Jersey,07950,(973) 656-1401 x0,http://nces.ed.gov/transfer.asp?location=www.artisticacademy.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,137 (all undergraduate),22 to 1
Ashland County-West Holmes Career Center,1783 State Route 60, Ashland, Ohio,44805-9377,(419) 289-3313,http://nces.ed.gov/transfer.asp?location=www.acwhcc.org/,"< 2-year, Public","Less than one year certificate, One but less than two years certificate",Rural: Distant,No,37 (all undergraduate),4 to 1
Artistic Nails and Beauty Academy-Lakeland,985 E Memorial Blvd, Lakeland, Florida,33801,(863) 682-4247,http://nces.ed.gov/transfer.asp?sec=true&location=www.artistic.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Midsize,No,204 (all undergraduate),15 to 1
Ashland University,401 College Avenue, Ashland, Ohio,44805,(800) 882-1548,http://nces.ed.gov/transfer.asp?sec=true&location=www.ashland.edu/,"4-year, Private not-for-profit","Less than one year certificate, One but less than two years certificate, Associates degree, Bachelors degree, Postbaccalaureate certificate, Masters degree, Doctors degree - research/scholarship, Doctors degree - professional practice",Town: Fringe,Yes,"4,447 (3,148 undergraduate)",16 to 1
Associated Technical College-San Diego, 2650 Camino Del Rio North  Ste. 100, San Diego, California,92108-1630,(619) 234-2181 x309,http://nces.ed.gov/transfer.asp?location=www.atcsd.edu/,"< 2-year, Private for-profit",Less than one year certificate,City: Large,No,45 (all undergraduate),8 to 1
Artistic Nails and Beauty Academy-Tampa,4951-A Adamo Drive Ste 120, Tampa, Florida,33605,(813) 654-4529,http://nces.ed.gov/transfer.asp?sec=true&location=www.artistic.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,227 (all undergraduate),14 to 1
Ashtabula County Technical and Career Campus,1565 State Route 167, Jefferson, Ohio,44047,(440) 576-6015 x1007,http://nces.ed.gov/transfer.asp?location=www.atech.edu/,"< 2-year, Public","Less than one year certificate, One but less than two years certificate",Rural: Fringe,No,129 (all undergraduate),8 to 1
Assumption College for Sisters,200 A Morris Avenue, Denville, New Jersey,07834,(973) 957-0188 x101,http://nces.ed.gov/transfer.asp?location=www.acs350.org/,"2-year, Private not-for-profit","One but less than two years certificate, Associates degree",Suburb: Large,Yes,45 (all undergraduate),5 to 1
ASA College,151 Lawrence Street, Brooklyn, New York,11201-9805,(718) 522-9073,http://nces.ed.gov/transfer.asp?sec=true&location=www.asa.edu/,"4-year, primarily associate's, Private for-profit","One but less than two years certificate, Associates degree, Bachelors degree",City: Large,Yes,"2,965 (all undergraduate)",11 to 1
ASI Career Institute,5360 Black Horse Pike Suite 6, Turnersville, New Jersey,08012-1043,(856) 232-4677,http://nces.ed.gov/transfer.asp?location=www.asi.edu/,"< 2-year, Private for-profit",Less than one year certificate,Suburb: Large,No,32 (all undergraduate),9 to 1
Assumption University,500 Salisbury St, Worcester, Massachusetts,01609-1296,(508) 767-7000,http://nces.ed.gov/transfer.asp?sec=true&location=www.assumption.edu/,"4-year, Private not-for-profit","Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate",City: Midsize,Yes,"2,448 (2,027 undergraduate)",13 to 1
Asbury Theological Seminary,204 N Lexington Ave, Wilmore, Kentucky,40390-1199,(859) 858-3581,http://nces.ed.gov/transfer.asp?location=www.asburyseminary.edu/,"4-year, Private not-for-profit","Postbaccalaureate certificate, Masters degree, Doctors degree - research/scholarship",Town: Fringe,Yes,"1,755 (0 undergraduate)",
Asian-American International Beauty College,7871 Westminster Blvd, Westminster, California,92683,(714) 891-0508,http://nces.ed.gov/transfer.asp?location=www.aabeautycollege.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,420 (all undergraduate),28 to 1
ATA Career Education, 7351 Spring Hill Drive  Suite 11, Spring Hill, Florida,34606,(352) 684-3007,http://nces.ed.gov/transfer.asp?location=www.atafl.edu/,"2-year, Private for-profit","One but less than two years certificate, Associates degree",Suburb: Midsize,No,230 (all undergraduate),15 to 1
ASM Beauty World Academy,6672 & 6674 Stirling Road, Hollywood, Florida,33024,(954) 985-2880,http://nces.ed.gov/transfer.asp?location=asm.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,,
ATA College, 1810 Gillespie Way  Suite 104, El Cajon, California,92020,(619) 596-2766,http://nces.ed.gov/transfer.asp?location=www.advancedtraining.edu/,"2-year, Private for-profit","Less than one year certificate, Associates degree",Suburb: Large,No,83 (all undergraduate),18 to 1
Asnuntuck Community College,170 Elm St, Enfield, Connecticut,06082,(860) 253-3000,http://nces.ed.gov/transfer.asp?location=www.asnuntuck.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree",Suburb: Large,No,"1,304 (all undergraduate)",12 to 1
Asbury University,1 Macklem Dr, Wilmore, Kentucky,40390-1198,(859) 858-3511,http://nces.ed.gov/transfer.asp?sec=true&location=www.asbury.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree, Masters degree",Town: Fringe,Yes,"1,741 (1,492 undergraduate)",12 to 1
ATA College,10820 E 45th St Suite 100, Tulsa, Oklahoma,74146,(918) 496-0800,http://nces.ed.gov/transfer.asp?location=www.tulsa.ata.edu/,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",City: Large,No,78 (all undergraduate),25 to 1
Ascent College,1705 Todds Ln, Hampton, Virginia,23666,(757) 826-1883 x236,http://nces.ed.gov/transfer.asp?location=ascent.edu/,"4-year, Private not-for-profit","One but less than two years certificate, Associates degree, Bachelors degree",City: Midsize,No,35 (all undergraduate),5 to 1
Aspen Beauty Academy of Laurel,3535 Fort Meade Road, Laurel, Maryland,20724,(301) 490-8580,http://nces.ed.gov/transfer.asp?location=www.aspenlaurel.edu/,"< 2-year, Private for-profit",One but less than two years certificate,Suburb: Large,No,80 (all undergraduate),18 to 1
ATA College,10200 Linn Station Rd Ste 125, Louisville, Kentucky,40223,(502) 371-8330,http://nces.ed.gov/transfer.asp?location=www.ata.edu/,"2-year, Private for-profit","One but less than two years certificate, Associates degree",Suburb: Large,No,298 (all undergraduate),15 to 1
Asher College,1215 Howe Ave Suite 101, Sacramento, California,95825,(916) 649-9600,http://nces.ed.gov/transfer.asp?location=www.asher.edu/,"2-year, Private for-profit","Less than one year certificate, One but less than two years certificate, Associates degree",Suburb: Large,No,748 (all undergraduate),23 to 1
Aspen University, 1660 South Albion Street  Suite 225, Denver, Colorado,80222,(303) 333-4224,http://nces.ed.gov/transfer.asp?location=www.aspen.edu/,"4-year, Private for-profit","Associates degree, Bachelors degree, Postbaccalaureate certificate, Masters degree, Doctors degree - research/scholarship",City: Large,No,"9,563 (6,399 undergraduate)",8 to 1
ATA College-Cincinnati, 225 Pictoria Drive  Suite 200, Cincinnati, Ohio,45246,(513) 671-1920,http://nces.ed.gov/transfer.asp?location=www.ata.edu/,"2-year, Private for-profit","One but less than two years certificate, Associates degree",Suburb: Large,No,231 (all undergraduate),10 to 1
Asher Institute of Hampton,4107 West Mercury Blvd, Hampton, Virginia,23666,(757) 723-4809,http://nces.ed.gov/transfer.asp?location=www.aiofhampton.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Midsize,No,8 (all undergraduate),17 to 1
Atelier Esthetique Institute of Esthetics,226 East 26th Street 7th Floor, New York, New York,10001,(212) 725-6130 x56130,http://nces.ed.gov/transfer.asp?location=www.aeinstitute.net/,"< 2-year, Private for-profit",Less than one year certificate,City: Large,No,250 (all undergraduate),41 to 1
ASPIRA City College,4322 N. 5th Street, Philadelphia, Pennsylvania,19140-2302,(215) 455-2300 x7009,http://nces.ed.gov/transfer.asp?sec=true&location=www.aspiracitycollege.edu/,"2-year, Private not-for-profit","One but less than two years certificate, Associates degree",City: Large,No,5 (all undergraduate),2 to 1
Atenas College,Paseo del Atenas  #101, Manati, Puerto Rico,00674-0000,(787) 884-3838,http://nces.ed.gov/transfer.asp?location=www.atenascollege.edu/,"4-year, primarily associate's, Private not-for-profit","One but less than two years certificate, Associates degree, Bachelors degree",Suburb: Large,No,558 (all undergraduate),17 to 1
Asheville-Buncombe Technical Community College,340 Victoria Rd, Asheville, North Carolina,28801-4897,(828) 254-1921,http://nces.ed.gov/transfer.asp?location=www.abtech.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree",City: Small,No,"6,601 (all undergraduate)",14 to 1
Assabet Valley Regional Technical School,215 Fitchburg St, Marlborough, Massachusetts,01752,(508) 485-9430,http://nces.ed.gov/transfer.asp?location=www.assabet.org/,"< 2-year, Public",One but less than two years certificate,Suburb: Large,No,46 (all undergraduate),8 to 1
Athena Career Academy,5203 Airport Hwy, Toledo, Ohio,43615,(419) 472-1150,http://nces.ed.gov/transfer.asp?location=www.athenacareers.edu/,"2-year, Private for-profit","Less than one year certificate, One but less than two years certificate, Associates degree",City: Large,No,338 (all undergraduate),41 to 1
Ashford University,8620 Spectrum Center Boulevard, San Diego, California,92123,(866) 711-1700,http://nces.ed.gov/transfer.asp?location=www.uagc.edu/,"4-year, Private for-profit","Associates degree, Bachelors degree, Masters degree, Doctors degree - research/scholarship",City: Large,No,"31,115 (25,425 undergraduate)",15 to 1
Athenaeum of Ohio,6616 Beechmont Ave, Cincinnati, Ohio,45230-2091,(513) 231-2223,http://nces.ed.gov/transfer.asp?location=www.athenaeum.edu/,"4-year, Private not-for-profit","Less than one year certificate, Postbaccalaureate certificate, Masters degree",City: Large,Yes,160 (44 undergraduate),8 to 1
Associated Barber College of San Diego,1333 5th Avenue, San Diego, California,92101-4210,(619) 234-7703 x104,http://nces.ed.gov/transfer.asp?location=sandiegobarbercollege.com/,"< 2-year, Private for-profit",One but less than two years certificate,City: Large,No,81 (all undergraduate),15 to 1
Athens State University,300 N Beaty St, Athens, Alabama,35611,(256) 233-8100,http://nces.ed.gov/transfer.asp?location=www.athens.edu/,"4-year, Public","Less than one year certificate, Bachelors degree, Masters degree",Town: Fringe,No,"2,867 (2,688 undergraduate)",15 to 1
Atlanta Institute of Music and Media, 2875 Breckinridge Blvd.  Suite 700, Duluth, Georgia,30096,(770) 242-7717,http://nces.ed.gov/transfer.asp?location=aimm.edu/,"2-year, Private for-profit","One but less than two years certificate, Associates degree",Suburb: Large,No,270 (all undergraduate),15 to 1
Athens Technical College,800 U.S. Hwy 29 North, Athens, Georgia,30601,(706) 355-5000,http://nces.ed.gov/transfer.asp?location=www.athenstech.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree, Two but less than 4 years certificate",City: Midsize,No,"4,294 (all undergraduate)",13 to 1
Associated Beth Rivkah Schools,310 Crown Street, Brooklyn, New York,11225-0000,(718) 735-0400,http://nces.ed.gov/transfer.asp?sec=true&location=www.bethrivkah.edu/dhl,"4-year, primarily associate's, Private not-for-profit","Less than one year certificate, Associates degree, Bachelors degree",City: Large,No,259 (all undergraduate),19 to 1
Atlanta Metropolitan State College, 1630 Metropolitan Parkway  SW, Atlanta, Georgia,30310-4448,(404) 756-4000,http://nces.ed.gov/transfer.asp?location=www.atlm.edu/,"4-year, primarily associate's, Public","Less than one year certificate, Associates degree, Bachelors degree",City: Large,No,"1,704 (all undergraduate)",20 to 1
ATI College-Norwalk,15141 Whittier Blvd Suite 420, Whitter, California,90603-0000,(562) 864-0506,http://nces.ed.gov/transfer.asp?location=www.ati.edu/,"4-year, primarily associate's, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate, Bachelors degree",Suburb: Large,No,83 (all undergraduate),20 to 1
Associated Technical College-Los Angeles,1670 Wilshire Blvd, Los Angeles, California,90017-1604,(213) 413-6808,http://nces.ed.gov/transfer.asp?location=www.atcla.edu/,"< 2-year, Private for-profit",One but less than two years certificate,City: Large,No,92 (all undergraduate),19 to 1
Atlanta School of Massage,2 Dunwoody Park South, Atlanta, Georgia,30338,(678) 805-0132,http://nces.ed.gov/transfer.asp?location=www.atlantaschoolofmassage.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,303 (all undergraduate),24 to 1
Atlanta Technical College,1560 Metropolitan Pkwy SW, Atlanta, Georgia,30310-4446,(404) 225-4400,http://nces.ed.gov/transfer.asp?sec=true&location=atlantatech.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree, Two but less than 4 years certificate",City: Large,No,"3,030 (all undergraduate)",12 to 1
Augusta Technical College,3200 Augusta Tech Drive, Augusta, Georgia,30906,(706) 771-4000,http://nces.ed.gov/transfer.asp?location=www.augustatech.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree, Two but less than 4 years certificate",City: Midsize,No,"3,863 (all undergraduate)",15 to 1
Atlanta's John Marshall Law School, 245 Peachtree Center Ave. NE  Suite 1900, Atlanta, Georgia,30303,(678) 916-2600,http://nces.ed.gov/transfer.asp?location=www.johnmarshall.edu/,"4-year, Private for-profit",Doctors degree - professional practice,City: Large,No,299 (0 undergraduate),
Austin's Beauty College Inc,585A South Riverside Drive, Clarksville, Tennessee,37040-1121,(931) 647-6543 x100,http://nces.ed.gov/transfer.asp?location=www.austinbeautycollege.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Midsize,No,110 (all undergraduate),10 to 1
Augusta University,1120 15th St, Augusta, Georgia,30912,(706) 721-0211,http://nces.ed.gov/transfer.asp?location=www.augusta.edu/,"4-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree, Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship, Doctors degree - professional practice",City: Midsize,Yes,"8,920 (5,674 undergraduate)",17 to 1
Atlantic Cape Community College,5100 Black Horse Pike, Mays Landing, New Jersey,08330-2699,(609) 625-1111,http://nces.ed.gov/transfer.asp?location=www.atlantic.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Associates degree",Rural: Fringe,No,"4,464 (all undergraduate)",23 to 1
Automeca Technical College-Aguadilla,Parque Industrial La Montana Km09 Edif932, Aguadilla, Puerto Rico,00605,(787) 882-2828,http://nces.ed.gov/transfer.asp?location=www.automeca.com/,"< 2-year, Private for-profit",One but less than two years certificate,Suburb: Large,No,192 (all undergraduate),13 to 1
Atlantic Institute of Oriental Medicine, 100 E Broward Blvd  Suite 100, Fort Lauderdale, Florida,33301-3510,(954) 763-9840 x203,http://nces.ed.gov/transfer.asp?location=www.atom.edu/,"4-year, Private not-for-profit","Bachelors degree, Masters degree, Doctors degree",City: Midsize,No,174 (69 undergraduate),6 to 1
Augustana College,639 38th St, Rock Island, Illinois,61201-2296,(309) 794-7000,http://nces.ed.gov/transfer.asp?location=www.augustana.edu/,"4-year, Private not-for-profit","Bachelors degree, Masters degree",City: Small,Yes,"2,389 (2,377 undergraduate)",11 to 1
Automeca Technical College-Bayamon,Carr.No.2 Km14.0 Hato Tejas, Bayamon, Puerto Rico,00961,(787) 779-6161 x83,http://nces.ed.gov/transfer.asp?location=www.automeca.com/,"< 2-year, Private for-profit",One but less than two years certificate,City: Midsize,No,348 (all undergraduate),26 to 1
Atlantic Technical College,4700 Coconut Creek Parkway, Coconut Creek, Florida,33063-3902,(754) 321-5100,http://nces.ed.gov/transfer.asp?location=www.atlantictechnicalcollege.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Two but less than 4 years certificate",Suburb: Large,No,"2,543 (all undergraduate)",12 to 1
Automeca Technical College-Caguas,Calle Munoz Rivera No.69, Caguas, Puerto Rico,00725,(787) 746-3468,http://nces.ed.gov/transfer.asp?location=www.automeca.com/,"< 2-year, Private for-profit",One but less than two years certificate,City: Small,No,104 (all undergraduate),13 to 1
Augustana University,2001 S Summit Ave, Sioux Falls, South Dakota,57197-0001,(605) 274-5516,http://nces.ed.gov/transfer.asp?location=www.augie.edu/,"4-year, Private not-for-profit","Bachelors degree, Masters degree",City: Midsize,Yes,"2,019 (1,735 undergraduate)",12 to 1
Atlantic University College,Colton St. # 9, Guaynabo, Puerto Rico,00970,(787) 720-1022 x1000,http://nces.ed.gov/transfer.asp?location=www.atlanticu.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree, Masters degree",City: Small,No,"1,584 (1,489 undergraduate)",26 to 1
Automeca Technical College-Ponce,Calle Villa No.452, Ponce, Puerto Rico,00731,(787) 840-7880,http://nces.ed.gov/transfer.asp?location=www.automeca.com/,"< 2-year, Private for-profit",One but less than two years certificate,City: Midsize,No,148 (all undergraduate),10 to 1
Atlantis University,1442 Biscayne Boulevard, Miami, Florida,33132,(305) 377-8817 x1005,http://nces.ed.gov/transfer.asp?location=www.atlantisuniversity.edu/,"4-year, Private for-profit","One but less than two years certificate, Associates degree, Bachelors degree, Masters degree",City: Large,No,550 (121 undergraduate),25 to 1
Auguste Escoffier School of Culinary Arts-Austin,6020-B Dillard Circle, Austin, Texas,78752,(512) 451-5743,http://nces.ed.gov/transfer.asp?location=www.escoffier.edu/,"2-year, Private for-profit","Less than one year certificate, Associates degree",City: Large,No,610 (all undergraduate),23 to 1
Automotive Training Center-Exton,114 Pickering Way, Exton, Pennsylvania,19341-1310,(610) 363-6716,http://nces.ed.gov/transfer.asp?location=www.autotraining.edu/,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",Suburb: Large,No,321 (all undergraduate),24 to 1
Auburn Career Center,8140 Auburn Rd, Concord Twp, Ohio,44077,(440) 357-7542,http://nces.ed.gov/transfer.asp?location=www.auburncc.org/,"< 2-year, Public","Less than one year certificate, One but less than two years certificate",Rural: Fringe,No,202 (all undergraduate),8 to 1
Auguste Escoffier School of Culinary Arts-Boulder, 637 S Broadway  Ste H, Boulder, Colorado,80305,(303) 494-7988,http://nces.ed.gov/transfer.asp?location=www.escoffier.edu/,"2-year, Private for-profit","Less than one year certificate, One but less than two years certificate, Associates degree",City: Midsize,No,"7,600 (all undergraduate)",97 to 1
Automotive Training Center-Warminster,900 Johnsville Blvd, Warminster, Pennsylvania,18974,(215) 259-1900,http://nces.ed.gov/transfer.asp?location=www.autotraining.edu/,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",Suburb: Large,No,272 (all undergraduate),20 to 1
